n,r,m
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.1,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.1,timestamp: 1614326440000})","[:dependency {scope: compile,targetVersion: 2.14.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.1,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.1,timestamp: 1614326440000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.1,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.1,timestamp: 1614326440000})",[:dependency_to_log4j {targetVersion: 2.14.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.1,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.1,timestamp: 1614326440000})","[:dependency_to_log4j_SemVer {targetVersion: 2.14.0,timestamp: 1604696609000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.5,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.5,timestamp: 1634453409000})","[:dependency {scope: runtime,targetVersion: 2.14.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.5,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.5,timestamp: 1634453409000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.5,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.5,timestamp: 1634453409000})",[:dependency_to_log4j {targetVersion: 2.14.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.5,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.5,timestamp: 1634453409000})","[:dependency_to_log4j_SemVer {targetVersion: 2.14.0,timestamp: 1604696609000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: com.github.bibsysdev:apigateway:1.16.31-alpha,artifact_id: com.github.bibsysdev:apigateway,version: 1.16.31-alpha,timestamp: 1641479397000})",[:dependency_to_log4j {targetVersion: 2.17.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: com.github.bibsysdev:apigateway:1.16.31-alpha,artifact_id: com.github.bibsysdev:apigateway,version: 1.16.31-alpha,timestamp: 1641479397000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: com.github.bibsysdev:apigateway:1.16.31-alpha,artifact_id: com.github.bibsysdev:apigateway,version: 1.16.31-alpha,timestamp: 1641479397000})","[:dependency {scope: runtime,targetVersion: 2.17.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.6,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.6,timestamp: 1636273792000})","[:dependency {scope: runtime,targetVersion: 2.14.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.6,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.6,timestamp: 1636273792000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.6,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.6,timestamp: 1636273792000})",[:dependency_to_log4j {targetVersion: 2.14.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.6,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.6,timestamp: 1636273792000})","[:dependency_to_log4j_SemVer {targetVersion: 2.14.0,timestamp: 1604696609000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.7,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.7,timestamp: 1642746404000})","[:dependency {scope: runtime,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.7,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.7,timestamp: 1642746404000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.7,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.7,timestamp: 1642746404000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.7,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.7,timestamp: 1642746404000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.8,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.8,timestamp: 1644913919000})","[:dependency {scope: runtime,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.8,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.8,timestamp: 1644913919000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.8,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.8,timestamp: 1644913919000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.8,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.8,timestamp: 1644913919000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.9,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.9,timestamp: 1646379691000})","[:dependency {scope: runtime,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.9,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.9,timestamp: 1646379691000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.9,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.9,timestamp: 1646379691000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apereo.cas:cas-mgmt-api-core:6.3.9,artifact_id: org.apereo.cas:cas-mgmt-api-core,version: 6.3.9,timestamp: 1646379691000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.337,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.337,timestamp: 1695011231000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.337,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.337,timestamp: 1695011231000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.337,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.337,timestamp: 1695011231000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.337,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.337,timestamp: 1695011231000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.338,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.338,timestamp: 1695020019000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.338,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.338,timestamp: 1695020019000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.338,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.338,timestamp: 1695020019000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.338,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.338,timestamp: 1695020019000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.339,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.339,timestamp: 1695024380000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.339,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.339,timestamp: 1695024380000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.339,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.339,timestamp: 1695024380000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.339,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.339,timestamp: 1695024380000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.camel.kafkaconnector:itests-netty:0.10.1,artifact_id: org.apache.camel.kafkaconnector:itests-netty,version: 0.10.1,timestamp: 1623896936000})","[:dependency_to_log4j_SemVer {targetVersion: 2.13.3,timestamp: 1589137770000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.camel.kafkaconnector:itests-netty:0.10.1,artifact_id: org.apache.camel.kafkaconnector:itests-netty,version: 0.10.1,timestamp: 1623896936000})",[:dependency_to_log4j {targetVersion: 2.13.3}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.camel.kafkaconnector:itests-netty:0.10.1,artifact_id: org.apache.camel.kafkaconnector:itests-netty,version: 0.10.1,timestamp: 1623896936000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.apache.camel.kafkaconnector:itests-netty:0.10.1,artifact_id: org.apache.camel.kafkaconnector:itests-netty,version: 0.10.1,timestamp: 1623896936000})","[:dependency {scope: test,targetVersion: 2.13.3}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.340,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.340,timestamp: 1695032729000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.340,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.340,timestamp: 1695032729000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.340,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.340,timestamp: 1695032729000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.340,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.340,timestamp: 1695032729000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.341,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.341,timestamp: 1695093057000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.341,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.341,timestamp: 1695093057000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.341,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.341,timestamp: 1695093057000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core:5.25.341,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.role.mgt.core,version: 5.25.341,timestamp: 1695093057000})","[:dependency {scope: test,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
